"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 08 19:06:59 GMT 2025","Fri Aug 08 19:07:00 GMT 2025","1032","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-02",""
"passed","Fri Aug 08 19:07:19 GMT 2025","Fri Aug 08 19:07:20 GMT 2025","1050","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Last Name",""
"passed","Fri Aug 08 19:07:21 GMT 2025","Fri Aug 08 19:07:22 GMT 2025","1408","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Age",""
"passed","Fri Aug 08 19:07:12 GMT 2025","Fri Aug 08 19:07:13 GMT 2025","543","firefox","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 4: Verify /add URL change to Add",""
"passed","Fri Aug 08 19:07:46 GMT 2025","Fri Aug 08 19:07:47 GMT 2025","614","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Last Name","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Fri Aug 08 19:07:13 GMT 2025","Fri Aug 08 19:07:13 GMT 2025","566","firefox","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 5: Verify Add Tab Persistence on Page Refresh",""
"passed","Fri Aug 08 19:07:13 GMT 2025","Fri Aug 08 19:07:14 GMT 2025","643","firefox","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 2: Verify Search tab functionality",""
"passed","Fri Aug 08 19:07:10 GMT 2025","Fri Aug 08 19:07:11 GMT 2025","996","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-07",""
"passed","Fri Aug 08 19:07:40 GMT 2025","Fri Aug 08 19:07:40 GMT 2025","712","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-06",""
"passed","Fri Aug 08 19:07:15 GMT 2025","Fri Aug 08 19:07:15 GMT 2025","436","firefox","navigationUi.test.ts","Navigation tab are available","","","Test Case 1: Verify Add tab should be available",""
"passed","Fri Aug 08 19:07:02 GMT 2025","Fri Aug 08 19:07:04 GMT 2025","1205","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-04",""
"passed","Fri Aug 08 19:07:31 GMT 2025","Fri Aug 08 19:07:32 GMT 2025","1054","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-01",""
"passed","Fri Aug 08 19:07:45 GMT 2025","Fri Aug 08 19:07:46 GMT 2025","680","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique First Name",""
"passed","Fri Aug 08 19:07:35 GMT 2025","Fri Aug 08 19:07:36 GMT 2025","714","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-03",""
"passed","Fri Aug 08 19:07:41 GMT 2025","Fri Aug 08 19:07:42 GMT 2025","713","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-07",""
"passed","Fri Aug 08 19:06:58 GMT 2025","Fri Aug 08 19:06:59 GMT 2025","1185","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-02",""
"passed","Fri Aug 08 19:07:05 GMT 2025","Fri Aug 08 19:07:06 GMT 2025","1130","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-05",""
"passed","Fri Aug 08 19:07:37 GMT 2025","Fri Aug 08 19:07:38 GMT 2025","831","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-05",""
"passed","Fri Aug 08 19:07:28 GMT 2025","Fri Aug 08 19:07:28 GMT 2025","899","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique Age","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Fri Aug 08 19:07:47 GMT 2025","Fri Aug 08 19:07:48 GMT 2025","608","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Age","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Fri Aug 08 19:07:32 GMT 2025","Fri Aug 08 19:07:33 GMT 2025","723","chromium","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-deleteUserFun-01",""
"passed","Fri Aug 08 19:07:49 GMT 2025","Fri Aug 08 19:07:49 GMT 2025","610","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique First Name","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Fri Aug 08 19:07:09 GMT 2025","Fri Aug 08 19:07:10 GMT 2025","1138","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-07",""
"passed","Fri Aug 08 19:07:48 GMT 2025","Fri Aug 08 19:07:49 GMT 2025","693","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Age",""
"passed","Fri Aug 08 19:07:44 GMT 2025","Fri Aug 08 19:07:44 GMT 2025","344","chromium","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 5: Verify Search Tab Persistence on Page Refresh",""
"passed","Fri Aug 08 19:07:00 GMT 2025","Fri Aug 08 19:07:01 GMT 2025","1145","firefox","editDeleteUserFunc.test.ts","Edit and Delete users functionality","","","TC-editUserFun-03",""
"passed","Fri Aug 08 19:07:44 GMT 2025","Fri Aug 08 19:07:45 GMT 2025","227","chromium","navigationUi.test.ts","Navigation tab are available","","","Test Case 1: Verify Search tab should be available",""
