"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 24 17:59:39 GMT 2025","Mon Feb 24 17:59:40 GMT 2025","1101","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique Age",""
"passed","Mon Feb 24 17:59:27 GMT 2025","Mon Feb 24 17:59:29 GMT 2025","1737","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique First Name",""
"passed","Mon Feb 24 17:59:35 GMT 2025","Mon Feb 24 17:59:36 GMT 2025","1035","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique First Name",""
"passed","Mon Feb 24 17:59:47 GMT 2025","Mon Feb 24 17:59:47 GMT 2025","531","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique Last Name",""
"passed","Mon Feb 24 17:59:45 GMT 2025","Mon Feb 24 17:59:45 GMT 2025","654","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Age",""
"passed","Mon Feb 24 17:59:44 GMT 2025","Mon Feb 24 17:59:45 GMT 2025","536","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Age",""
"passed","Mon Feb 24 17:59:36 GMT 2025","Mon Feb 24 17:59:37 GMT 2025","851","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique Last Name",""
"passed","Mon Feb 24 17:59:45 GMT 2025","Mon Feb 24 17:59:46 GMT 2025","530","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique First Name",""
"passed","Mon Feb 24 17:59:46 GMT 2025","Mon Feb 24 17:59:47 GMT 2025","662","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique First Name",""
"passed","Mon Feb 24 17:59:34 GMT 2025","Mon Feb 24 17:59:35 GMT 2025","911","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique First Name",""
"passed","Mon Feb 24 17:59:33 GMT 2025","Mon Feb 24 17:59:34 GMT 2025","1124","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Age",""
"passed","Mon Feb 24 17:59:32 GMT 2025","Mon Feb 24 17:59:33 GMT 2025","866","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Age",""
"passed","Mon Feb 24 17:59:44 GMT 2025","Mon Feb 24 17:59:44 GMT 2025","627","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Last Name",""
"passed","Mon Feb 24 17:59:42 GMT 2025","Mon Feb 24 17:59:43 GMT 2025","663","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique First Name",""
"passed","Mon Feb 24 17:59:30 GMT 2025","Mon Feb 24 17:59:31 GMT 2025","866","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Last Name",""
"passed","Mon Feb 24 17:59:37 GMT 2025","Mon Feb 24 17:59:38 GMT 2025","1094","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique Last Name",""
"passed","Mon Feb 24 17:59:25 GMT 2025","Mon Feb 24 17:59:26 GMT 2025","1312","firefox","navigationUi.test.ts","Navigation tab are available","","","Test Case 1: Verify Add tab should be available",""
"passed","Mon Feb 24 17:59:27 GMT 2025","Mon Feb 24 17:59:27 GMT 2025","462","firefox","navigationUi.test.ts","Navigation tab are available","","","Test Case 1: Verify Search tab should be available",""
"passed","Mon Feb 24 17:59:41 GMT 2025","Mon Feb 24 17:59:41 GMT 2025","343","chromium","navigationUi.test.ts","Navigation tab are available","","","Test Case 1: Verify Add tab should be available",""
