"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 10 13:23:31 GMT 2025","Mon Mar 10 13:23:31 GMT 2025","505","chromium","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 2: Verify Add tab functionality",""
"passed","Mon Mar 10 13:23:22 GMT 2025","Mon Mar 10 13:23:23 GMT 2025","753","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Age","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Mon Mar 10 13:23:24 GMT 2025","Mon Mar 10 13:23:25 GMT 2025","969","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique First Name","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Mon Mar 10 13:23:36 GMT 2025","Mon Mar 10 13:23:37 GMT 2025","667","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique First Name",""
"passed","Mon Mar 10 13:22:13 GMT 2025","Mon Mar 10 13:22:14 GMT 2025","600","firefox","navigationFun.test.ts","Navigation tabs functionality","","","Test Case 2: Verify Search tab functionality",""
"passed","Mon Mar 10 13:23:38 GMT 2025","Mon Mar 10 13:23:39 GMT 2025","510","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique Age","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Mon Mar 10 13:23:23 GMT 2025","Mon Mar 10 13:23:24 GMT 2025","920","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Unique Age",""
"passed","Mon Mar 10 13:23:37 GMT 2025","Mon Mar 10 13:23:37 GMT 2025","516","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Non-Unique Last Name","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Mon Mar 10 13:23:35 GMT 2025","Mon Mar 10 13:23:35 GMT 2025","527","chromium","search.func.test.ts","Should Search Users By Search Criteria","","","Search User POM: Unique Age","This test verifies that the ""Search"" tab is accessible, allows user input, enables the search button upon valid input, and correctly displays the searched user’s details in the results table."
"passed","Mon Mar 10 13:23:27 GMT 2025","Mon Mar 10 13:23:28 GMT 2025","1028","firefox","search.func.test.ts","Should Search Users By Search Criteria","","","Search User by searchCriteria: Non-Unique Last Name",""
